"pred.var","coef"
"intercept",-31.9970222651254
"Age",0.142143891131947
"cg20462449",14.6979494720327
"cg19802390",0.459989488978114
"cg14084907",0.382295597836024
"cg23251761",7.98643688238836
"cg14825555",1.68030998029276
"cg04967775",1.09674978292199
"cg05817517",16.3038239229503
"cg00500789",2.40145795984099
"cg23800435",0.685907032430619
"cg08871545",1.67731896316464
"cg04135242",21.5015646679567
"cg25189904",-2.09610029516411
"cg16511983",2.29273054082724
"cg12067764",0.12879625572885
"cg09396704",0.518900280144804
"cg17440248",9.51724485508574
"cg01491219",1.3636955626447
"cg02356786",1.77540206096062
"cg08980304",2.12449206480519
"cg26881591",3.70830918311292
"cg14528537",3.04607536798737
"cg04053045",1.32742034196248
"cg05515143",-0.606291600307469
"cg06625640",-1.11719718981941
"cg00102512",-13.9564971948168
"cg06372850",0.365790372119923
"cg16978914",-0.648516871169551
"cg00706683",4.88143220041518
"cg06644428",-24.6948637734102
"cg21566642",-37.7870012447608
"cg21120063",-0.580799608185742
"cg00356999",4.31089227275865
"cg02931526",-2.0803486910977
"cg19393314",7.75710876937491
"cg15876825",1.51676237179483
"cg21770393",0.0651283623485916
"cg01206872",14.4759807353117
"cg02019988",0.125763967874735
"cg04785972",1.51886429192315
"cg19859270",-47.3862647402879
"cg16665506",0.319724421158259
"cg01328703",13.8539035114604
"cg17894318",2.06531411591861
"cg17500754",1.70075137220758
"cg21924273",67.5052368273694
"cg22518157",1.55480259550924
"cg22659049",0.0841504622873362
"cg25806704",-2.58635668004444
"cg07973162",-0.290174324463848
"cg10144483",-0.150281185008359
"cg11554391",-1.62519690255839
"cg05575921",-43.0869321976364
"cg03604011",4.06066846834878
"cg12035880",0.599925083640825
"cg19601991",12.724887094254
"cg26921969",6.55546727281349
"cg04836987",3.11781651744991
"cg15658426",-0.330927598395625
"cg21777188",0.0912937751537247
"cg05845376",1.14868755542978
"cg07039560",0.489136760712316
"cg25587069",17.9669470944082
"cg13667243",2.38133155647753
"cg12363682",0.107930599294924
"cg07412232",-2.7710038444838
"cg15174951",23.3497707216325
"cg18892128",1.86177276472886
"cg14924781",5.00374913487411
"cg25955180",0.961628706506111
"cg27067781",2.99163377705212
"cg21091547",-6.68685130442608
"cg26470115",3.0633958430139
"cg04344923",2.78360408387702
"cg06413272",0.147775649414552
"cg02817030",5.36551187244254
"cg26403206",-5.95183044635111
"cg15777014",2.74731728482981
"cg01704252",4.82941904453433
"cg15600935",21.9966521953428
"cg25949550",-17.2476742787436
"cg11207515",0.139611859212026
"cg09159795",1.82211862256319
"cg07338119",-3.47170501963014
"cg09608412",11.0856958969405
"cg14700531",2.48389493901874
"cg03900851",16.0110062264822
"cg27272363",0.0843516272265293
"cg16821867",-3.8599984736232
"cg15410835",-0.828013887763028
"cg00844308",-1.48977851323529
"cg13728106",-4.18736177716351
"cg19012696",-4.0725489876124
"cg17886420",0.690595071835599
"cg12465010",-0.869500274574476
"cg15777335",14.2026687829872
"cg03634479",6.55113745520185
"cg13458005",0.388134632294998
"cg14371731",7.68339443701968
"cg23322172",10.8085544035908
"cg02089135",6.16044626479739
"cg05747812",0.373792871880899
"cg11019008",21.3900806198155
"cg02580250",-1.38642830628294
"cg24869272",0.936046849354524
"cg23938637",0.538599491145041
"cg09690118",0.16471948604459
"cg01518025",2.13094553474441
"cg06809342",1.25372973456225
"cg00161556",0.00451697396836567
"cg06911753",43.56481497449
"cg04265051",1.20588902923523
"cg16385335",3.59710784906099
"cg11660018",-6.72241571820176
"cg23771366",-2.42186667650778
"cg12051762",2.05175384091957
"cg10130564",0.196302622137308
"cg19174059",-8.43663535828161
"cg04832325",0.51476945180142
"cg08161922",1.37628508740916
"cg00417288",0.625992975576216
"cg21368094",9.70084655087742
"cg05661164",1.19049053324334
"cg09244872",-6.64778097181336
"cg22277972",-15.6688119377046
"cg13406893",1.71103988334117
"cg12384004",-0.0534154616280657
"cg17116694",13.0657691345368
"cg25939203",28.143952960809
"cg02922734",-18.410519742917
"cg01873886",1.14606223668018
"cg01637125",1.5763132514228
"cg10920224",0.513419727480095
"cg18425651",-18.5717886498837
"cg13316619",-0.139014388632699
"cg23047825",-2.45291708580232
"cg08923669",0.00202153785421174
"cg06259664",3.22537538153645
"cg05090127",3.22513845564554
"cg01960979",-1.56476388049498
"cg06213463",50.4919820688236
"cg01773760",14.6000561512209
"cg01130056",-6.10587675120289
"cg03974717",11.2447618685314
"cg26573797",-47.7965192206552
"cg06127256",13.2641232100067
"cg03574306",0.14593427615998
"cg08439518",0.811635344011555
"cg11235787",-4.146216477151
"cg20361594",11.3341451220334
"cg13029847",6.9099301016146
"cg00126959",9.99127558607299
"cg24093538",4.43293251120057
"cg16067628",2.4390197642919
"cg15258649",0.0924702406650952
"cg03294557",0.61196655962309
"cg23777956",2.81638720154006
"cg03636183",-52.8677065603945
"cg06418475",-3.95091083190247
"cg27152890",2.31735329352677
"cg09438320",-3.72868334010565
"cg12157673",0.471970569132037
"cg22455450",8.49006313443808
"cg05303999",-10.049570810773
"cg16416603",6.46028730442188
"cg05276137",-2.03077579560223
"cg16983817",9.32487397482905
"cg00744433",0.578512272199634
"cg08706141",4.53802292976569
"cg03860256",2.32097912743314
"cg27087885",3.43767425416898
"cg20448001",0.776821609934902
"cg15480287",-3.67702191403522
