"pred.var","coef"
"intercept",-0.680899772589223
"cg23728960",-3.15573957367036e-05
"cg11993619",4.17037994583061e-05
"cg05650511",0.000109658980508265
"cg16481497",-0.000445925412111508
"cg01098981",3.61733884649048e-05
"cg12062270",-4.65694342937247e-05
"cg00376553",-0.000135092878796793
"cg19453472",-0.000271316747170471
"cg12013871",0.000107052492765003
"cg19006848",-3.14780737231708e-05
"cg15323066",1.36687857185222e-06
"cg04405466",2.17618566655255e-05
"cg01860459",8.85897945929287e-05
"cg04490824",-0.000167758321271399
"cg00494446",-5.90827725570997e-05
"cg21630608",1.22040918342175e-05
"cg02157216",-0.000101557500166709
"cg13016797",-0.000131954306319912
"cg11017445",1.30767547555126e-05
"cg05098827",0.000292676184827169
"cg13098091",-1.08588519920384e-05
"cg24643105",-0.00170044824888688
"cg05428452",0.000117727291122978
"cg04586126",0.000201593345470454
"cg07880659",-0.00015105133065567
"cg25235648",-6.3626060061965e-05
"cg22193436",6.75194156134362e-05
"cg25481439",3.5429592639531e-05
"cg12039595",8.83895319045365e-05
"cg23283474",-5.52472052318142e-06
"cg14003978",-1.56903937078556e-05
"cg25952247",-0.000166410113568268
"cg00425828",-2.58239227497919e-05
"cg13155648",0.000136793661559067
"cg22298860",0.000124782441779426
"cg08800144",6.5405500681335e-06
"cg03983883",0.000121358724985696
"cg26053291",0.000197504026387608
"cg13945556",7.33210450953118e-06
"cg22239258",3.34266065252231e-05
"cg04751511",5.77232955636798e-05
"cg21619825",9.17335084592448e-06
"cg17295556",7.82154366888119e-05
"cg05582160",0.000223201187156979
"cg24804488",0.00108406328355091
"cg24048497",1.18504690375812e-05
"cg19214942",2.18940972705114e-05
"cg23726745",-0.000185662115464771
"cg11574745",-5.23586926674415e-05
"cg23583457",0.000273765325886898
"cg03152870",-0.000159007086700091
"cg04358214",0.0001074772103593
"cg17305035",0.000101695699144175
"cg13531599",-1.04582008222136e-05
"cg05803631",-0.000241084539687877
"cg24432968",-9.75661751486748e-06
"cg21474351",-1.21660600620158e-05
"cg02321845",-9.88671195808446e-06
"cg01355876",1.86481058219435e-05
"cg26483667",7.31171351804737e-05
"cg14511259",2.90559518558578e-05
"cg04144222",-9.77365480609214e-05
"cg19230532",7.09000457821013e-05
"cg14509777",-0.000330720080419367
"cg26093123",0.000252621756215693
"cg17238334",-2.41544989710295e-06
"cg15529130",0.000237488075759919
"cg24569624",-5.46950014232946e-05
"cg05322222",1.91895272477415e-05
"cg26435773",0.00020400938942816
"cg12826529",9.31495466054126e-05
"cg00462700",0.00015897009922042
"cg10673740",1.94533041180431e-05
"cg21276056",-0.000172047008224329
"cg09248044",0.000131059552281887
"cg04563870",-6.18075345515248e-05
"cg11817650",4.20872480405872e-05
"cg18331909",5.72739803075129e-05
"cg14408262",8.72238694757838e-05
"cg06612450",7.93030366372618e-05
"cg10033488",-0.000106085232353381
"cg08894131",1.8075036145395e-05
"cg25880433",5.72171209787235e-05
"cg15829654",2.2240105183282e-05
"cg13961576",3.24496771766564e-05
"cg04779428",6.19080489254456e-05
"cg16956804",8.32066367503747e-05
"cg06578786",0.000469313872074155
"cg25626999",3.9367048311957e-05
"cg09785869",0.000108823493864129
"cg19758385",0.000278740223185602
"cg22798261",-0.000348337021084403
"cg03138624",1.55737977149688e-05
"cg26405097",0.000193780369611309
"cg01315447",-1.98401695358295e-05
"cg05187154",-0.000162521034230651
"cg08778580",5.70215839905262e-05
"cg13759797",0.000125565674147693
"cg19009061",0.000146870659092671
"cg06500073",0.000565511492187936
"cg10287137",5.02110140546767e-05
"cg09113590",0.000272501030551597
"cg18477664",-3.91166436966398e-05
"cg25219415",-9.28381916594493e-05
"cg11875987",-0.000104984906167569
"cg05275589",-0.000201819547122234
"cg16760684",-0.000160773788979348
"cg07826657",-1.32510838679237e-05
"cg17179826",7.86714081760319e-05
"cg23105820",2.29278222715699e-05
"cg19470726",8.500956436495e-06
"cg25554986",7.49268094765683e-06
"cg25674027",0.000803075307745409
"cg08238829",2.24981427001129e-05
"cg27551007",-0.000265763613418689
"cg12081704",0.000188232555833707
"cg13558754",3.66709173344945e-05
"cg17349289",0.000412965418808659
"cg24496609",-6.70444833611273e-05
"cg04088940",-0.000633721254895151
"cg07263853",-0.00019977048164424
"cg00527254",3.83426115162097e-05
"cg08286799",-0.000106443506955851
"cg08650784",-8.93208964422684e-05
"cg01336858",4.91139713169284e-06
"cg06399118",3.16669121281468e-05
"cg03428951",0.000567811681514058
"cg24892628",3.13456639606292e-05
"cg19607792",2.93053671707463e-05
"cg14485633",-0.000123148525225005
"cg07671395",0.000641952778970042
"cg07528075",3.5450211017445e-06
"cg02017486",1.26580789151989e-06
"cg17251423",-0.000243950089389452
"cg06895436",0.000307429425340099
"cg19789115",-1.12114351463909e-05
"cg15734589",3.6539712924817e-05
"cg10313047",1.86272005819591e-05
"cg14311710",8.54246090851199e-05
"cg08426200",8.47408986393731e-05
"cg13523718",-0.000909528778429321
"cg07753073",5.34871405966149e-05
"cg08252165",7.21301294045311e-06
"cg16361867",-8.00037229331265e-05
"cg25042465",-8.12757664281074e-05
"cg03690814",6.99326795692202e-05
"cg00788760",-0.000433937804464003
"cg05258937",-0.000228771063395935
"cg05514531",-2.34704562945978e-05
"cg09100986",-0.000243055518901414
"cg11516720",0.000266838628089907
"cg01559241",8.50856537589258e-05
"cg01813215",0.000117623867730331
"cg19723528",-0.000102004305401076
"cg02889122",2.30450139040753e-05
"cg15867164",0.000436115940293546
"cg17786894",2.73550535546802e-05
"cg27455578",-0.000101790544199956
"cg23684449",5.03723969684145e-05
"cg09572067",2.12887816117586e-05
"cg20821042",0.000188559444744134
"cg04057238",-0.000123980298510623
"cg25235094",7.14917367118368e-05
"cg05704640",-0.000101322270809536
"cg11079992",-4.08034864209656e-05
"cg12516959",5.35301357120339e-05
"cg21873359",-1.55266702217937e-05
"cg16441919",8.81946169194851e-06
"cg25102742",-0.000194299136859719
"cg13649383",-4.15949470550548e-05
"cg15070710",-7.95945224506122e-05
"cg02774542",-0.000171519957703454
"cg15956720",3.4738760222745e-05
"cg22235233",-2.94227690152318e-05
"cg18154686",-3.72886724274476e-05
"cg04056966",-1.09272253914708e-05
"cg19550490",-1.14542218920758e-05
"cg01021742",-8.17569075129418e-05
"cg04512003",-0.000330068335206303
"cg15469871",0.000278698463540142
"cg08239440",3.65853661234681e-05
"cg02888048",-0.000279873942953492
"cg02994066",1.50493561820887e-05
"cg19366986",8.51056826125188e-05
"cg22645159",-0.000104252235299324
"cg24489403",0.000206922331387241
"cg03876073",5.35252046997744e-05
"cg07511070",7.28805450337376e-05
"cg08080515",0.000698825232287583
"cg13076785",-6.3102242172146e-05
"cg01697159",-0.000763410514949005
"cg06181173",5.06436254182313e-05
"cg07635693",8.6429172467502e-06
"cg05777536",-1.58964962272067e-05
"cg02844688",5.70267093406884e-05
"cg19690306",-1.04133128362657e-05
"cg08887025",-0.000372871459227571
"cg10922823",0.000348825473154084
"cg01012273",-0.000147440831885683
"cg04788627",-0.00014685360497276
"cg22802687",-1.24138608580379e-05
"cg11474464",-0.000775129120516898
"cg15798530",-0.000133019849816005
"cg18715075",4.66445010941042e-05
"cg14730192",3.09083293202747e-05
"cg18468498",-2.39029039367039e-05
"cg12273426",-5.62981789036466e-05
"cg15244183",-6.4395754602884e-06
"cg24918062",-3.26141315032966e-05
"cg02903680",-1.2883166796558e-05
"cg13083260",1.02997387234462e-06
"cg19926611",1.12329747475805e-05
"cg01413796",-0.000499441940373179
"cg10052389",-3.45256493350599e-05
"cg19376823",0.000195478170366627
"cg24918386",6.49610417459902e-05
"cg08784966",0.000128733348711352
"cg04875088",-7.63054281352013e-06
"cg22697572",5.77299962283526e-06
"cg19248893",8.7476945212667e-06
"cg12595084",5.64351693626205e-05
"cg26460647",4.85108020848103e-05
"cg26030244",5.97693477341179e-06
"cg02956194",-0.00013087516545807
"cg25593573",0.000390143533991897
"cg01721313",0.000154675550854371
"cg02182476",-0.000109416329347056
"cg11961495",0.000120062216256053
"cg00239751",4.61342873901565e-05
"cg23505604",0.000263812775984276
"cg23699737",1.28449004536401e-06
"cg10556064",3.79417900650949e-05
"cg15418589",6.04853515397717e-05
"cg03837077",7.47769511564086e-06
"cg21086902",7.59001353823009e-06
"cg18422632",0.000151269949288146
"cg22738936",2.85748554894458e-05
"cg27586401",4.82940927220696e-05
"cg13050802",3.22159165565344e-07
"cg12876537",1.95696786878836e-05
"cg16686175",0.000252107957800122
"cg24230893",-1.93160982188538e-05
"cg18629013",7.2066861731445e-05
"cg16251902",3.32525052320263e-05
"cg00455327",0.000330364360455502
"cg11646505",-2.51903141800823e-05
"cg04590366",-7.90444062093563e-05
"cg24145109",-0.000190162048765287
"cg10894540",-6.16617589629221e-06
"cg22821013",7.68107062794815e-05
"cg27386684",2.05370493586962e-05
"cg08471158",3.46879943737833e-05
"cg08214342",8.4742244365722e-05
"cg04362902",4.76302601260796e-06
"cg00421032",0.000105537711378956
"cg02873315",-0.000120669553520946
"cg20744756",4.1034034825959e-05
"cg01695023",6.32545615517656e-05
"cg16353833",-2.08818814018823e-06
"cg24997271",0.000119202350041682
"cg19803131",-3.05161787716014e-05
"cg17369032",0.000424316063062788
"cg10606698",4.22440230455983e-05
"cg13595195",-8.05724426233142e-05
"cg07656596",8.44431843928825e-05
"cg10695868",-3.56808064391561e-05
"cg00109451",-7.26173456293391e-06
"cg07412254",1.97747510382393e-05
"cg23451443",0.000149896090794647
"cg09096054",-4.75762443196353e-05
"cg06503415",-7.82232853508798e-05
"cg07307802",0.000331109083676283
"cg22774340",0.000487771352059661
"cg04545972",-9.09452851601367e-07
"cg13557947",-5.72955521923397e-05
"cg23283335",-0.000348262027282679
"cg09294347",-7.98354091562497e-05
"cg19179092",0.000106108091042428
"cg10313151",0.000207885614239303
"cg03466007",-1.66609702744914e-05
"cg26457962",0.000604157165978758
"cg10060903",8.83581999475125e-05
"cg25035485",1.79153370871647e-05
"cg13452062",-1.07552390967507e-05
"cg02555663",1.72651819885701e-05
"cg00565263",9.18298617710218e-05
"cg16145294",0.00010936086758114
"cg15579971",0.000205800640935582
"cg20949644",3.90755065638954e-05
"cg20797216",0.000344868819754847
"cg15133748",0.000215292564071876
"cg02295574",-6.6854945381163e-05
"cg05934090",-1.45586305835022e-05
"cg12546355",-0.000307379286315613
"cg09826759",-4.15418970548815e-06
"cg14159747",3.98117389194356e-05
"cg14746884",-2.82201876784324e-05
"cg27565109",0.000124444064221336
"cg12182937",0.000118205362558519
"cg21725158",5.4617443795346e-05
"cg21920560",-1.40322364435965e-05
"cg16171487",-0.00011724810090272
"cg00703830",-0.00011443023389664
"cg04540199",0.000418999398222924
"cg02075877",0.000253216113082101
"cg26838691",-0.000347200385951928
"cg22983092",1.43424731846873e-05
"cg04449166",-8.905409493976e-05
"cg11418303",-0.000400174969906285
"cg26017915",0.000120047292405513
"cg26932623",1.7498637024446e-06
"cg01367322",4.16509305742844e-05
"cg02644593",5.84266181473723e-05
"cg13967936",0.000145656798308542
"cg09456389",-0.000307662263698721
"cg05671386",-1.93460103537851e-06
"cg24155358",8.75150571597533e-06
"cg06351537",0.000504539075676822
"cg07821959",2.9596579794662e-05
"cg15829642",0.000214264694531497
"cg11247378",0.00033723549019667
"cg16360272",3.61832674406662e-05
"cg17837191",9.14670001232531e-05
"cg03310945",-0.000119237766500658
"cg24833737",-0.000243495862505811
"cg21050234",-2.22608252827639e-05
"cg25731250",-3.07085838149817e-06
"cg13619408",0.000242120463960159
"cg09018739",4.06190481606793e-05
"cg16588769",1.839726111054e-05
"cg05960032",-3.06904958783506e-05
"cg00354884",3.78323713495465e-05
"cg14941036",0.000131349151034228
"cg08999906",3.57103813925254e-05
"cg04508216",0.000143536637595264
"cg03138206",-4.00614775747392e-05
"cg04546977",5.63040128142366e-05
"cg00744753",9.91396963722931e-05
"cg03738384",0.000185526378038733
"cg15717448",0.000165904111546087
"cg22154859",-2.98960360404909e-05
"cg15723531",0.000129502138793539
"cg24720008",-9.43289925643866e-05
"cg01913285",3.79371316306509e-05
"cg21921260",-5.95424834450824e-05
"cg06922731",1.21207476029607e-06
"cg07996391",-4.37437747149431e-05
"cg10583429",-4.83164993733335e-06
"cg10491452",4.3351378083829e-05
"cg16636682",5.0637552238804e-05
"cg04053132",9.54440410008209e-05
"cg15201259",1.09066495412568e-05
"cg25142479",9.46936982339333e-05
"cg19218082",0.00145946575598622
"cg14486338",9.32654954973607e-05
"cg17603537",-2.56964872270412e-05
"cg08286219",8.10825403355738e-05
"cg07839457",6.90151390003863e-05
"cg05926722",0.000161547962694283
"cg06626188",4.67673822440143e-06
"cg00064388",-3.40720022383862e-06
"cg15052447",-4.32492508794427e-05
"cg26465547",-7.76692866003988e-05
"cg16725260",-5.49230254057989e-05
"cg03155496",7.09682716000622e-05
"cg09938784",-0.000158914359170043
"cg25351653",-1.91380137816135e-05
"cg13375518",0.000462676294292233
"cg08409347",-0.00014888790267942
"cg20453134",6.31279026109128e-05
"cg17841572",-0.000335000486270851
"cg03211936",-3.12658770835025e-05
"cg04080022",2.79467352550375e-05
"cg21514997",-7.55395742941037e-06
"cg02076254",-2.12140589238035e-05
"cg05990083",0.000421580572011677
"cg20356482",-7.73373365652869e-05
"cg09925769",-0.000136910295792525
"cg13803195",0.000401905951170252
"cg00684178",-0.000190885807778652
"cg17263965",0.000384699759541011
"cg21650866",4.88585925923998e-06
"cg08802144",1.23947613852963e-05
"cg13680178",0.000152899013348421
"cg20058859",-9.19823757630823e-05
"cg09952059",4.25050834919897e-05
"cg07382588",3.50331422121432e-05
"cg08500704",3.58360986652628e-05
"cg14536845",-0.000138777454738135
"cg20519328",0.000383496868823744
"cg11964308",1.92682659456947e-05
"cg00361855",-3.7471802002536e-05
"cg04249009",-4.48053767824134e-06
"cg01498832",0.000244666421030617
"cg18484136",3.38019304775977e-05
"cg11044897",-3.32748078843823e-06
"cg05068951",-5.38303399625216e-05
"cg18014931",8.22272100865831e-05
"cg09929856",-0.000177633361942229
"cg16868941",-7.42299672161861e-06
"cg18258108",1.63246511025192e-05
"cg04467334",9.56763287893124e-05
"cg13052768",0.000218912313006427
"cg15161691",2.58536482399679e-05
"cg03877381",-3.21464974788621e-06
"cg26938847",-0.000126747415223586
"cg00190355",-0.000248629107508421
"cg16360868",-0.000228052679858874
"cg09885502",-0.000386550890522632
"cg23969311",1.44592020177625e-05
"cg05476679",-4.59302856629899e-05
"cg18873965",-0.000528922519113568
"cg04003690",4.00287850242675e-05
"cg11742688",0.000242387680301865
"cg11189868",-9.0154354647781e-05
"cg16420720",-9.11334195528255e-05
"cg24772501",8.30158709449673e-05
"cg27554123",1.91075147170342e-05
"cg02978139",6.65009920291059e-05
"cg16032470",5.72749514807624e-05
"cg18871067",9.0553719658491e-05
"cg26330451",0.000261937633580025
"cg23170091",-0.00043450255290837
"cg14378789",-0.000291222763137073
"cg00336149",0.000149876031557149
"cg11280549",5.88980489807353e-06
"cg25379302",6.87675554571209e-05
"cg25064130",5.77230469391986e-05
"cg12673666",-0.000193788869497218
"cg02461502",-0.00021592696527435
"cg15251385",0.000134196613252194
"cg08872442",1.96783004688398e-05
"cg21533088",-2.65946829826388e-05
"cg10750464",-7.22290513990382e-05
"cg00921350",0.000106822938133131
"cg25629118",-0.000113511288288466
"cg13775629",-0.000229302508588181
"cg12599944",-7.70397330039661e-05
"cg23385395",-0.00035738345281176
"cg06978680",9.19841362307242e-06
"cg25821781",5.321513800085e-05
"cg04730685",3.02943405487862e-05
"cg20407374",5.76061782574852e-05
"cg02351145",2.6219280940879e-05
